,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list
285,Bad and Crazy,iQiyi tvN,['Yoo Seon Dong'],['Kim Sae Bom'],2021-12-17,2022-01-28,"Friday, Saturday",2021,12,350.0,"Soo Yeol, the competent ‘bad boy’ on the police squad, regains his humanity after meeting K, the righteous but ‘crazy’ guy. Despite having a mere high school diploma, Soo Yeol is an accomplished member of the Anti Corruption Unit. He’s ambitious, so he chooses pet cases of his superiors and produces their desired outcomes. Often that means turning a blind eye to injustice, especially if it stands in the way of those preferred results. With promotion time looming and without anyone’s backing, Soo Yeol fears exclusion once again. Congressman Do Yoo Gon had given him some hope of advancement but dashed when the righteous but crazy K entered his life. What can go wrong when the bad boy and the crazy guy join forces?(Source: iQiyi)","['Lee Dong Wook', 'Cha Hak Yeon', 'Wi Ha Joon', 'Han Ji Eun']"
286,The World of My 17 Season 2,Naver TV Cast vLive,,,2021-12-15,2022-01-14,"Wednesday, Friday",2021,10,150.0,"""18 years old, will Na Ri have her first love?"" First love, dream, friendship. The world of the girls' first 18, a sweet and sour story.(Source: Naver) ","['Lee Won Jung', 'Choi Ye Na', 'Yoo Sun Ho', 'Jihan', 'Han Chae Kyung']"
287,Love Twist,KBS2,['Kim Won Yong'],['Lee Eun Joo'],2021-12-13,2022-05-20,"Monday, Tuesday, Wednesday, Thursday, Friday",2021,103,20.0,Witness the sweet changes of heart for three inter-generational families over the love between a very special couple. (Source: Korean = Naver || Translation = MyDramaList) ,"['Ham Eun Jung', 'Kim Jin Yeop', 'Hwang Shin Hye', 'Yoon Da Hoon', 'Shim Hye Jin', 'Son Sung Yoon']"
288,"The King of Tears, Lee Bang Won",KBS1,['Kim Hyung Il'],['Lee Jung Woo'],2021-12-11,2022-05-01,"Saturday, Sunday",2021,32,112.0,"A work that sheds new light on the figure of Lee Bang Won, a leader who took the lead in the founding of the nation.(Source: Naver) ","['Joo Sang Wook', 'Ye Ji Won', 'Kim Yeong Cheol', 'Park Jin Hee']"
289,Uncle,TV Chosun Viki,"['Ji Young Soo', 'Seong Do Joon']",['Park Ji Sook'],2021-12-11,2022-01-30,"Saturday, Sunday",2021,16,262.0,"Joon Hyuk was a musician whose life has hit rock bottom after he had been scammed by people he trusted. He had ended his relationship with his older sister Joon Hee because of it. One day, suddenly, he receives a call from Joon Hee asking him to take care of her son, Min Joon.After 12 years of strife, Joon Hee divorced her physically abusive husband, at the same time ridding herself of her equally nasty mother-in-law. Joon Hee moves into an inexpensive apartment, keeping a low profile lest her former family finds her. The Royal State is a luxury apartment complex that has some noteworthy residents. Hye Ryung is the much-respected president of the Mothers’ Committee. Committee member Yoo Ra very much admires her.  Single father Kyung Il is a warm and pleasant man who continues to raise his daughter since the passing of his wife. (Source: AsianWiki)~~ Remake of the British TV series ""Uncle"" [2014].","['Oh Jung Se', 'Jeon Hye Jin', 'Lee Sang Woo', 'Park Sun Young', 'Lee Kyung Hoon', 'Lee Shi Won']"
290,A DeadbEAT's Meal,Naver TV Cast TVING,['Kim Joon Mo'],['Jeon Seon Young'],2021-12-10,2022-01-14,Friday,2021,12,125.0,"Jae Ho tries to find a job, but it's not easy for him. He supports himself with working part-time jobs. Recently, his girlfriend Soo Jung dumped him after dating for 7 years. Despite his difficulties, Jae Ho's main concern is ""What should I eat today?""After working day and night for several years at an advertising company, Woon Ho almost died due to overworking. She quit her job after that. Now, it's been 3 months since she has become voluntarily unemployed. She follows her simple belief of ""Let's just think about eating delicious food.""(Source: AsianWiki)","['Go Won Hee', 'Ha Seok Jin', 'Im Hyun Joo']"
291,Casting a Spell to You,,,,"Dec  9, 2021","Dec  9, 2021",Thursday,2021,16,225.0,"Ji Woo, a spoiled young man, comes home after hearing that his grandfather, a wealthy businessman, died. He expected a large inheritance, but he only got an old building filled with books. Mastering only in having fun, Ji Woo comes up with an idea: turn the building into a bar that only sells the drink during the day. And he recruits Joong Hee, a young woman who somehow gets involved in a few happenings with him. Joong Hee dreamed of entering the culinary school in France, but she recently lost all her savings to a scam and had a few whirlwind days because of Ji Woo. To save money again, Joong Hee reluctantly agrees to join Ji Woo's outlandish project 'Siesta.'(Source: OnDemandKorea)","['Im Ji Yeon', 'Sung Joon', 'Baek Sung Hyun', 'Kim Yoon Hye']"
292,Artificial City,jTBC,['Jun Chang Geun'],['Son Se Dong'],2021-12-08,2022-02-10,"Wednesday, Thursday",2021,20,210.0,"Takes place against the backdrop of an art museum that belongs to Sung Jin Group, a major conglomerate that holds the reins of the political and financial worlds in South Korea. It is a psychological mystery thriller about the things that disappear when humans become greedy and ambitious for power.Yoon Jae Hee is the head of the Sung Jin Cultural Foundation and in charge of operations at “Space Jin,” the art museum owned by Sung Jin Group. She is also the second daughter-in-law of the family that controls Sung Jin Group. Believing that poverty is corrosive to love and that a stable income leads to a steady life, she chose to throw away her long-time lover and entered into a marriage of convenience with Jung Joon Hyuk, an illegitimate son of Sung Jin Group. In order to make her husband the nation’s president, she teams up with the future Public Prosecutor General and goes to war against Sung Jin Group.Jung Joon Hyuk is Yoon Jae Hee’s husband. Although he is a popular anchorman with his own fan club, he hides an inferiority complex over being labeled “the illegitimate son of Sung Jin Group” for his whole life. He laughs at both ambitious people and those who pretend to have no ambition even as he waits for the day when he can seize the reins of power.","['Lee Hak Joo', 'Park Soo Ae', 'Kim Kang Woo', 'Kim Mi Sook', 'Lee Yi Dam']"
293,Artificial Intelligence Hamlet,,,,2021-12-07,2022-01-04,Tuesday,2021,5,72.0,,
294,Our Beloved Summer,Netflix SBS,['Kim Yoon Jin'],['Lee Na Eun'],2021-12-06,2022-01-25,"Monday, Tuesday",2021,16,225.0,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives. Choi Woong seems naive and a free-spirited man, but he wants to have something for the first time in his life. For that, he shows what he holds in his mind. Kook Yeon Soo aimed to become the top student at her school, but she is now an adult who lives fiercely, adapting to her reality.(Source: Netflix, AsianWiki)~~ Inspired by the webtoon “Our Beloved Summer” (그 해 우리는 - 초여름이 좋아!) by Lee Naeun (이나은) and Han Kyoung Chal (한경찰) which is a prequel story that depicts their high school days 10 years before drama timeline. It is a different perspective from their past including how they first met, grew on each other and fell in love with each other. The webtoon has a story that doesn't show up in drama sequel.","['Roh Jeong Eui', 'Choi  Woo Shik', 'Kim Da Mi', 'Kim Sung Cheol']"
295,User Not Found,,,,2021-12-03,2022-02-12,"Friday, Saturday",2021,22,41.0,"A romance drama about two female high school students who happen to share the same name. When they both transfer to a new school at the same time, hoping to use the opportunity to turn their lives around, they forge a secret contract to swap identities. Shin Yi Joon is the most popular student at his high school. Although he seems tough and aloof on the outside, Shin Yi Joon is actually a huge softie on the inside—and far from getting into fights with other students, he even has a hard time saying no to other people.(Source: Naver; Soompi)","['Bae Jin Young', 'Shin So Hyun', 'Han Ye Ji']"
296,The One Serving House,,,,2021-12-01,2021-12-17,"Monday, Wednesday, Friday",2021,8,98.0,"Depicts the lives of people with different backgrounds of growth, living in a single-person house.(Source: Naver) ","['Lee Yoo Jin', 'Choi Hui Seung', 'Jin So Yeon', 'Lee Jung Joon', 'Jung Min Gyu']"
297,Mr. Lee,Daum Kakao TV,,,2021-11-29,2021-12-27,Monday,2021,5,240.0,"Six friends gathered at Eunjoo and Kyungho's engagement party. In a strange vibe flowing...the groom-to-be dies. And, a detective 'Mr. LEE' who doesn't look like a detective, appears. All five are suspects. I can watch the CCTV footage of the crime scene?!(Source: tv.kakao) ","['Shin Yeon Suh', 'Im Hyun Joo', 'Park Geon Il']"
298,Show Window: The Queen's House,Channel A Viki,"['Kang Sol', 'Park Dae Hee']",['Han Bo Kyung'],2021-11-29,2022-01-18,"Monday, Tuesday",2021,16,244.0,"From the outside, Han Sun Joo’s life has always appeared to be nothing short of perfect. Born into a wealthy family, Sun Joo and her younger brother, Han Jung Won, were raised without a care in the world. Now as adults, Jung Won has grown up extraordinarily warm-hearted, allowing him to maintain an unwavering sense of optimism while Sun Joo has become the ideal married woman, with a gorgeous home, a devoted husband and two beautiful children. Unfortunately, Sun Joo’s perfect life is on the verge of collapse.Absolutely penniless when he married Sun Joo, Shin Myung Seop has spent the entirety of his married life slowly climbing the ranks of his mother-in-law’s company, the LaReine Group. Now well-established in his career, Myung Seop appears to be a devoted husband and father, yet when he meets Yoon Mi Ra, things take a complicated turn. Unable to hide his growing feelings for Mi Ra, Myung Seop pursues her and is pleased to find she reciprocates his feelings. Soon entangled in a secret affair, Myung Seop and Mi Ra live in constant fear of discovery. (Source: Viki)","['Hwang Chan Sung', 'Lee Sung Jae', 'Jeon So Min', 'Song Yoon Ah']"
299,One Ordinary Day,ViuTV,['Lee Myung Woo'],['Kwon Soon Gyu'],2021-11-27,2021-12-19,"Saturday, Sunday",2021,8,525.0,"A drama that explores the criminal justice system from an extremely popular perspective through the fierce story of two men surrounding the murder of a woman. Hyun Soo, an ordinary college student, suddenlybecomes the primarysuspect in a murder case. Shin Joong Han is the only lawyer willing to help Kim Hyun Soo. Having just barely passed law school, Shin Joong Han's involvement in Kim Hyun Soo's case eventuallytakes his unremarkable life to new heights.(Sources: Naver, MyDramaList)~~ Remake of the British TV series ""Criminal Justice"" [2008].","['Cha Seung Won', 'Kim Soo Hyun']"
