eng_title,kor_title,genre,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,synopsis,actor_list,Video Count,Total Views,cond,blog_cnt,after_two_months
Sh**ting Stars,별똥별,"['Comedy', 'Romance', 'Drama']",tvN,['Lee Soo Hyun'],"['Choi Young Woo', 'Choi Yeon Seo']",2022-04-22,2022-06-11,"Friday, Saturday",2022,16,"As one of the nation’s most beloved stars, Gong Tae Sung is used to living his life in the spotlight. With the eyes of the world constantly on him, Tae Sung does his best to keep a smile on his face and his temper in check. Seen by the people as a kind and polite young man, the only people who don’t buy into his whole good guy persona are those working for his management company.As the head of that company’s PR team, Oh Han Byeol knows exactly what Tae Sung is really like. Well aware of his strong desire to win and his hot temper, Han Byeol has had to employ her excellent speech and crisis management skills on a number of occasions, in order to keep Tae Sung’s reputation as spotless as it seems. Constantly bickering, there isn’t anyone in the world better suited to the role of natural enemies than Han Byeol and Tae Sung.Forever at odds with each other, Tae Sung and Han Byeol seem destined to hate each other forever. But could the time they’re forced to spend together change those feelings or will their mutual loathing last for all eternity?(Source: Viki)","['Park So Jin', 'Lee Sung Kyung', 'Kim Young Dae', 'Yoon Jong Hoon', 'Kim Yoon Hye', 'Lee Jung Shin']",32,11232100,False,"5,648건",2022-06-21
Turned on by You,밝히는 ㄴ 시즌1,['Romance'],Naver TV Cast vLive,,,2022-04-21,2022-05-26,Thursday,2022,6,"Revealing N? Who and what is that? A bowl too big for Confucianism to hold, this is Seo Woo's love story.(Source: Korean = 니은 슈트디오 YouTube || Translation = MyDramaList) ","['Park Sun Woo', 'Koo Geum Bi']",20,2773000,False,2건,2022-06-20
Love All Play,너에게 가는 속도 493km,"['Romance', 'Drama', 'Sports', 'Melodrama']",KBS2,['Jo Woong'],['Heo Sung Hye'],2022-04-20,2022-06-09,"Wednesday, Thursday",2022,16,"A sports romance drama that depicts the passion and affection for badminton of a male and female protagonist who is a mixed doubles group with players from the badminton business team.Park Tae Joon, who naturally wound up in the world of badminton because of his parents’ badminton equipment business. Although he had begun to see the sport as work, his passion for badminton is reignited due to a desire to impress a woman.Park Tae Yang is a former aspiring Olympian who had to leave the badminton world for three years due to a bribing scandal.(Source: Wikipedia; Naver)","['Seo Ji Hye', 'Park Ju Hyun', 'Chae Jong Hyeop', 'Park Ji Hyun', 'Kim Moo Joon']",32,5928400,False,"1,110건",2022-06-19
Broke Rookie Star,짠내아이돌,"['Music', 'Comedy', 'Life', 'Drama']",,['Kim Hyun Soo'],['Kim Seong Jin'],2022-04-15,2022-05-14,"Friday, Saturday",2022,10,A growing comedy drama depicting the salty daily life of an idol who suffers from hardships despite rising to stardom.(Source: Naver) ,"['Rocky', 'Moon Ji Hoo', 'Lee Sang', 'Choi Sung Min', 'Anzardi Timothee']",20,1005000,False,110건,2022-06-14
My Rocket Ship,나의 로켓,"['Business', 'Life', 'Youth', 'Drama']",Naver TV Cast,,,2022-04-14,2022-05-26,Thursday,2022,8,"Gong Ji Hoon, CEO of an AI art collection startup, will participate in ""Constar IR Day,"" the last opportunity for the business. Kim Jae Hee, the youngest director of Constar, gets involved with Gong Ji Hoon in a public and private way... Gradually, work and love coexist.(Source: Kpopmap.com) ","['Kim Ji Hoon', 'Moon Kang Hyuk', 'Oh Se Young', 'Cha Joo Young']",20,7926400,False,"1,927건",2022-06-13
"Bravo, My Life","사랑해, 말순씨","['Comedy', 'Romance']",KBS1,['Sung Joon Hae'],['Koo Ji Won'],2022-04-11,2022-09-30,"Monday, Tuesday, Wednesday, Thursday, Friday",2022,120,"Even though Seo Dong Hee comes from a poor family background, she has a bright and positive personality. She dreams of becoming a designer and slowly works her way to achieve her dream. She decides to become the mother of her nephew and raise him by herself. She also gets involved with Kang Cha Yeol. Kang Cha Yeol’s father runs a big company. His father wants him to work for his company, but Kang Cha Yeol doesn't want to. He wants to go back to the U.S., but he realizes he can't do anything without his father's financial support. His father tells Kang Cha Yeol to work for 1 year at his company.(Source: AsianWiki)","['Nam Sang Ji', 'Yang Byeong Yeol', 'Lee Shi Kang', 'Cha Min Ji']",20,423900,False,7건,2022-06-10
The Secret House,비밀의 집,"['Thriller', 'Romance', 'Drama']",MBC,['Lee Min Soo'],['Won Young Ok'],2022-04-11,2022-10-10,"Monday, Tuesday, Wednesday, Thursday, Friday",2022,124,"A lawyer who is chasing traces of his missing mother walks into the secret surrounding him in order to fight the world. Woo Ji Hwan is a lawyer who has a secret he needs to hide in front of his family’s misfortune. Woo Ji Hwan’s first love is surgeon Baek Joo Hong. Nam Tae Hyung is a conceited prosecutor who has perfect life conditions such as money, skills, and family.(Source: Soompi || Edited by MyDramaList)","['Seo Ha Joon', 'Lee Young Eun', 'Jung Heon', 'Kang  Byul', 'Lee Seung Yeon']",32,24167700,False,737건,2022-06-10
Shinjikki,신지끼,"['Romance', 'Drama', 'Fantasy']",,['Choi Jung Min'],,2022-04-10,2022-04-16,,2022,5,"The story of saving islanders who are on the verge of losing their lives from mermaid hunters in Guyaguk, while Yoo Jin, who was once a naval general but exiled to the island and became captain of a fishing boat, and Shinjikki, a mermaid who sees the future, share a fateful.(Source: HanCinema) ","['Lee Yeol Eum', 'Park Noh Shik']",20,7985600,False,7건,2022-06-09
Our Blues,우리들의 블루스,"['Romance', 'Life', 'Drama', 'Melodrama']",Netflix tvN,"['Kim Kyu Tae', 'Lee Jung Mook']",['Noh Hee Kyung'],2022-04-09,2022-06-12,"Saturday, Sunday",2022,20,"""Our Blues"" takes on an omnibus-style drama, which tells the story of diverse characters that are somewhat interconnected, in one way or the other.Lee Dong Suk, a guy born on the beautiful island of Jeju, selling goods from the mainland in his truck for a living. He meets Min Sun Ah, a girl with a mysterious past, who has come to Jeju to escape that life.Park Jung Joon, a ship captain, falls in love with Lee Young Ok, a diver with a bright and bubbly personality.Jung Eun Hee, a fish shop owner, reunites with her past lover Choi Han Soo. They cross paths in Jeju Island when he returns back, after realizing that city life is not for him.(Source: EpicStream.com, edited by MyDramaList)","['Uhm Jung Hwa', 'Lee Jung Eun', 'Han Ji Min', 'Lee Byung Hun', 'Shin Min Ah', 'Cha Seung Won']",32,103190000,False,"42,897건",2022-06-08
My Liberation Notes,나의 해방일지,"['Romance', 'Life', 'Drama', 'Melodrama']",jTBC Netflix,['Kim Seok Yoon'],['Park Hae Young'],2022-04-09,2022-05-29,"Saturday, Sunday",2022,16,"Set in Sanpo Village where more people leave than remain, the three Yeom siblings, Chang Hee, Mi Jung, and Ki Jung, wish to escape from a life rife with uncertainty. A mysterious man, Mr. Goo, moves into their neighbourhood. He is a drunkard with the look of someone with many burdens and secrets. His cautious personality and preference for keeping to himself make him the subject of gossip. Mi Jung, the youngest and most timid Yeom sibling, decides to approach him. (Source: Namu Wiki, Pinkvilla)","['Son Suk Ku', 'Lee El', 'Lee Min Ki', 'Kim Ji Won']",26,40802000,False,"18,595건",2022-06-08
Again My Life,어게인 마이 라이프,"['Mystery', 'Law', 'Drama', 'Fantasy']",SBS ViuTV,"['Han Cheol Soo', 'Kim Yong Min']","['Lee Byung Hun', 'Kim Yool', 'J']",2022-04-08,2022-05-28,"Friday, Saturday",2022,16,"Kim Hee Woo came from an inauspicious start as a low-grade high schooler to work his way up through university and finally pass the bar examination. His relentless hard work has finally paid dividends, and he has become a public prosecutor. During the course of his investigations, he must conduct a probe into a politician suspected of corruption. But his investigation is abruptly ended when a mysterious man kills him.However, he later comes to, finding that he is actually alive. Restored to the mortal realm, he finds that he must return to university and complete his academic journey again – while he tries to discover the truth about what happened to him. On his journey, he encounters Kim Hee Ah, an exceptionally intelligent young woman who also happens to be the youngest daughter of the family that owns the wealthy Cheonha business group. As Kim Hee Woo and Kim Hee Ah intensify their search for answers, they discover that a shady cabal of rich power brokers may have played a part in his “death.”(Source: Viki)~~ Adapted from the novel series ""Again My Life"" (어게인 마이 라이프) by Lee Hae Nal (이해날).","['Kim Ji Eun', 'Lee Kyung Young', 'Jung Sang Hoon', 'Lee Joon Gi']",26,29151000,False,"3,364건",2022-06-07
Green Mothers' Club,그린 마더스 클럽,"['Mystery', 'Drama']",jTBC Netflix,['Ra Ha Na'],['Shin Yi Won'],2022-04-06,2022-05-26,"Wednesday, Thursday",2022,16,"The 'Green Mothers Club' captures the friendship, motherhood, and growth of five mothers who met in the elementary community, each with a complex that they could not overcome. It is a story that recounts the definition of a friend who meet naturally, communicate, and share life, rather than organizational interests such as school or work. Each person lives differently, but is reminded of the 'beast realm' (instinct) called motherhood, and ponders the existence of a mother and a human being.(Source: entertain.v.daum.net)","['Choo Ja Hyun', 'Lee Yo Won', 'Kim Gyu Ri', 'Jang Hye Jin', 'Joo Min Kyung']",26,31177700,False,"4,109건",2022-06-05
It's Beautiful Now,현재는 아름다워,"['Romance', 'Drama', 'Family', 'Melodrama']",KBS2,['Kim Sung Geun'],['Ha Myung Hee'],2022-04-02,2022-09-18,"Saturday, Sunday",2022,50,"The Lee brothers Yoon Jae, Hyun Jae, and Soo Jae are not interested in dating or getting married. Their indifference towards marriage is cause for concern among family members. They offer the enticement of an apartment to the brother that marries first. Now, all three are actively seeking a  bride. ","['Shin Dong Mi', 'Oh Min Suk', 'Yoon Shi Yoon', 'Bae Da Bin', 'Seo Bum June', 'Choi Ye Bin']",32,5684900,False,"3,006건",2022-06-01
Tomorrow,내일,"['Action', 'Thriller', 'Drama', 'Fantasy']",MBC Netflix,"['Kim Tae Yoon', 'Sung Chi Wook']","['Park Ran', 'Park Ja Kyung', 'Kim Yu Jin']",2022-04-01,2022-05-21,"Friday, Saturday",2022,16,"Choi Joon Woong seeks a job, but it's hard for him to get hired. One night, he witnesses a man trying to end his life and decides to stop him. He gets acquainted with grim reapers Koo Ryeon and Im Ryoong Gu, who belong to a crisis management team. Their purpose is to prevent people from committing suicide. After Joon Woong ends up in a coma and becomes half-human and half-spirit, he is employed by a company of grim reapers as the newest member of the crisis management team.(Source: Netflix, s a r a at MyDramaList)~~ Adapted from the webtoon ""Tomorrow"" (내일) by Llama (라마).","['Kim Hee Sun', 'Rowoon', 'Lee Soo Hyuk', 'Yun Ji On']",35,11971900,False,"460,341건",2022-05-31
Blueming,인기는무언가잘못되었다,"['Romance', 'Youth', 'Drama']",iQiyi,['Hwang Da Seul'],['Park Young'],2022-03-31,2022-03-31,Thursday,2022,11,"Since childhood, Cha Si Won has realised that only people with good looks will grow to be popular, and he has made it a personal goal to achieve popularity by maintaining a strict personal regime and adopting a pleasant personality. As he starts his first year in college, Cha Si Won is confident that he will be one of the most popular people on campus. That is, until he meets another guy called Hyeong Da Un, who appears to also have perfect looks, gets straight A’s, comes from a rich family, and even has a great personality. Cha Si Won's confidence in himself is shaken as he finds himself crossing paths with Hyeong Da Un time and time again. College life no longer appears as easy as it seems.(Source: MyDramaList)~~ Adapted from the webtoon ""Who Can Define Popularity?"" (인기는 무언가 잘못되었다?) by Tak Bon (拓本).","['Jo Hyuk Joon', 'Kang Eun Bin']",20,391500,False,39건,2022-05-30
