Unnamed: 0,drama_name,kor_title,genre,org_net,director,screenwriter,actor_list,year,aired_on,tot_eps,time_per_ep,start_dt,end_dt,synopsis,month,youtube_cnt,tot_views,org_terrestrial_TV,org_cable_TV,org_OTT,org_etc,org_broad_num,director_drama_num,screenwriter_drama_num,daily_views,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,season_Spring,season_Summer,season_Winter,week_of_weekend,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
422,Leverage,레버리지: 사기조작단,"['Action', 'Mystery', 'Comedy', 'Crime']",TV Chosun,['Nam Ki Hoon'],['Min Ji Hyung'],"['Lee Dong Gun', 'Kim Sae Ron', 'Jeon Hye Bin', 'Yeo Hoe Hyun', 'Kim Kwon']",2019,Sunday,16,225,2019-10-13,2019-12-08,"Meet Lee Tae Joon a former insurance claims investigator turned scam strategist.  Backed by a group of former criminals, they aim to bring to justice fellow thieves, grifters and con-men world-wide, who, otherwise, would not get their due, through the usual legal channels. Those who hide illegal activity behind their reputations and think they are above the law, soon become the target of mastermind Lee Tae Joon and his unusual team of talented experts. (Source: MyDramaList)~~ Remake of the American TV series ""Leverage"" [2008].",10,726,3941000,0,1,0,0,1,8.0,1.0,2750,3,2,0,1,1,23.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
423,The Lies Within,모두의 거짓말,"['Thriller', 'Mystery', 'Drama']",Netflix,['Lee Yoon Jung'],"['Won Yoo Jung', 'Jeon Yeong Shin']","['Lee Yoo Young', 'Lee Min Ki']",2019,"Saturday, Sunday",16,225,2019-10-12,2019-12-01,"Jo Tae Shik was once an enthusiastic detective, but he now wants a different kind of life. He longs for a peaceful and ordinary existence. Because of this, Jo Tae Shik applies for a transfer to a police substation in a small country village without many residents. Meanwhile, Jo Tae Shik takes a case involving the death of Lawmaker Kim Seung Cheol. He died in a car accident, but Jo Tae Shik senses that the car accident is not so clear-cut. The lawmaker's son-in-law then goes missing.Kim Seo Hui is the youngest daughter of the late lawmaker and her husband is now missing. She married her husband to benefit both of their families, but their relationship hasn't been so good. Kim Seo Hui becomes a lawmaker to find the truth behind her father's death and save her missing husband.Jo Tae Shik and Kim Seo Hui soon uncover a conspiracy and try to reveal the truth.(Source: AsianWiki)",10,716,65390500,0,1,1,0,2,4.0,2.0,45600,1,1,0,0,0,12.0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,My Country: The New Age,나의 나라,"['Action', 'Historical', 'Romance', 'Drama']",jTBC,['Kim Jin Won'],['Chae Seung Dae'],"['Woo Do Hwan', 'Kim Seol Hyun', 'Yang Se Jong']",2019,"Friday, Saturday",16,300,2019-10-04,2019-11-23,"Set during the end of the Goryeo period to the early Joseon period. Two friends aim their swords against one another due to differences in opinion about ""my country.""Seo Hwi is a warrior. His father Seo Geom is a famous commander. Seo Hwi does not compromise when it comes to injustice. His life devolves into a hellish existence, but he still holds a smile.Nam Sun Ho is smart and a talented figure. Because his mother was born into the lowest class, Nam Sun Ho is looked down upon by other people. He wants to pass the military service examination. Due to a corruption scandal involving his father, Nam Sun Ho loses his dream. Making things worse, he comes into conflict with Seo Hwi over a misunderstanding.(Source: AsianWiki)",10,734,36261000,0,1,1,0,2,4.0,2.0,25146,2,1,0,0,0,9.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
425,Extraordinary You,어쩌다 발견한 하루,"['Comedy', 'Romance', 'Youth', 'Fantasy']",MBC,"['Kim Sang Hyub', 'Kim Sang Woo']","['In Ji Hye', 'Song Ha Young']","['Jung Gun Joo', 'Lee Jae Wook', 'Kim Young Dae', 'Rowoon', 'Kim Hye Yoon', 'Lee Na Eun']",2019,"Wednesday, Thursday",32,66,2019-10-02,2019-11-21,"What would you do if you found out that you were, in fact, a character in a comic? And an extra character on top of that? Change the course of the story, obviously!Eun Dan Oh is a 17-year-old high-school student from a wealthy family who suffers from a lifelong heart condition that inevitably means she will not live past her teenage years. However, when Dan Oh realizes she is experiencing long gaps in her memory as well, she comes into the unhappy realization of another fact in her life: she is a character in a Korean webtoon and all of her actions are predetermined by the artist who draws her. To make matters worse, she discovers she is only a supporting character in the cast. With her newfound understanding of the world she inhabits, she is determined to find true love in her own plot-line and circumvent the author’s plans for her character by utilizing the flashes of storyboard she alone is able to see.(Source: onehallyu)~~ Adapted from the webtoon ""July Found by Chance” (어쩌다 발견한 7월) by Moo Ryoo (무류).~~ Two versions available: 32 episodes (TV) || 16 episodes (online)",10,668,167629300,1,0,0,0,1,8.0,1.0,116087,4,2,0,0,1,12.0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
426,The Tale of Nokdu,조선로코 녹두전,"['Action', 'Historical', 'Comedy', 'Romance']",KBS2,"['Kim Dong Hwi', 'Lee Hyun Jin', 'Kang Soo Yeon']","['Baek So Yeon', 'Im Ye Jin']","['Jang Dong Yoon', 'Jung Joon Ho', 'Kang Tae Oh', 'Kim So Hyun']",2019,"Monday, Tuesday",32,62,2019-09-30,2019-11-25,"Jeon Nok Du lives on an island with his father and older brother. He is smart and a good swordsman. Since he was little, his father did not let him study or go to the mainland. One day, his father and older brother are attacked by a group of female assassins. Jeon Nok Du chases after one of the assassins to the capital. During that time, Jeon Nok Du meets Dong Dong Ju. She wants to shoot the King with her arrow, but Jeon Nok Du saves her from trouble. Meanwhile, the assassin that Jeon Nok Du chases goes into a widowed village. To find out who and why his family was attacked, Jeon Nok Du disguises himself as a woman and enters the widow's village. There, he meets Dong Dong Ju again. She is an apprentice to become a gisaeng. (Source: AsianWiki)~~ Adapted from the webtoon ""Nok Du Jeon"" (녹두전) by Hye Jin Yang (혜진양).",9,734,17844300,1,0,0,0,1,4.0,3.0,12340,3,1,0,1,0,27.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
427,"Beautiful Love, Wonderful Life",사랑은 뷰티풀 인생은 원더풀,"['Comedy', 'Romance', 'Drama', 'Melodrama']",KBS2,['Han Joon Seo'],['Bae Yoo Mi'],"['Yoon Park', 'Seol In Ah', 'Kim Jae Young', 'Oh Min Suk', 'Jo Yoon Hee']",2019,"Saturday, Sunday",100,21,2019-09-28,2020-03-22,"Life is hard, but finding love and happiness can seem nearly impossible. That’s why some, like Kim Seol Ah have decided to focus on a career, rather than waste time and energy on relationships that inevitably end in disaster. A successful career woman, Seol Ah seems to have it all together on the outside, but on the inside, she still longs for the one thing that will make her truly happy.But Seol Ah isn’t the only one struggling. The eldest son of his family, Moon Tae Rang, is a young chef struggling to support the people he loves most while attempting to follow his dreams. He sincerely loves his family, but they have a way of making life difficult at times.Kim Chung Ah knows all about difficulties. Having spent the past eight years studying for the civil service exam, she has given up on any hopes of dating and marriage. As much as she would love to get married and have a family someday, the only thing she has time to think about now is working hard so she can pass the upcoming exam.On the other end of the spectrum, Goo Joon Hwi has absolutely no interest in marriage, relationships, or other people’s affairs. Completely focused on himself and his work, Joon Hwi could happily spend the rest of his life alone, or so he thought...Setting out on an unexpected journey towards love, four souls find that love and happiness often show up in life when you least expect them.(Source: Viki)",9,726,25554800,1,0,0,0,1,1.0,3.0,17648,3,2,0,0,0,23.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Melting Me Softly,날 녹여주오,"['Mystery', 'Comedy', 'Romance', 'Sci-Fi']",tvN,['Shin Woo Cheol'],['Baek Mi Kyung'],"['Won Jin Ah', 'Ji Chang Wook', 'Yoon Se Ah']",2019,"Saturday, Sunday",16,244,2019-09-28,2019-11-17,"This drama tells the story of a man and a woman who are both frozen during an experiment. They wake up 20 years later instead of 24 hours later and must keep their body temperature below 33°C in order to survive.Ma Dong Chan  is known in the entertainment world as a “hit maker.” A very successful producer of variety programs when every project he attaches himself to turns into a ratings juggernaut, Dong Chan is considered “a manly specimen of manhood, with perfect physical and handsome features who is coldly cool in work and hot in love.” The broadcast station where PD Ma’s productions are filmed also employs part-timer Go Mi Ran, who finds herself in a bind with debt collectors harassing her family for repayment of her family’s debts.Mi Ran eventually becomes involved with PD Ma’s new variety program entitled “24-Hour Frozen Human Project,” which revolves around an experiment where a man and woman are randomly chosen to be “frozen human specimens” and scheduled to be brought back within 24 hours of their entering the freezing chambers. In order to pay off her family debts, Mi Ran accepts an offer of 5 million won (approx. $4,200 USD) in exchange for being frozen for 24 hours. Due to a mysterious conspiracy, instead of being frozen for 24 hours, they remain frozen for 20 years. Their thawing 20 years later bring up personal difficulties that were in place before entering the freezing chamber that they must resolve before resuming their normal lives.(Source: koreandrama.org)",9,728,41759100,0,1,0,0,1,2.0,6.0,28839,1,2,1,0,0,20.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
429,Miss Lee,청일전자 미쓰리,"['Business', 'Comedy', 'Life', 'Drama']",tvN,['Han Dong Hwa'],['Park Jung Hwa'],"['Cha Seo Won', 'Kim Sang Kyung', 'Lee Hye Ri', 'Uhm Hyun Kyung']",2019,"Wednesday, Thursday",16,244,2019-09-25,2019-11-14,"“Miss Lee” will follow the story of Lee Seon Shim, who starts out at the bottom of the food chain and suddenly finds herself becoming the CEO as she toils to save her company from impending doom after the sudden disappearance of the owner. Although Lee Seon Shim has little in the way of credentials and is initially stuck running all sorts of meaningless errands, her unique brand of optimism allows her to persevere and eventually become an inspirational, one-of-a-kind leader.Yoo Jin Wook is a sharp-tongued realist who has been through his share of hardship. Although his past experiences have left him jaded, cynical, and unfriendly, Yoo Jin Wook finds his passion reignited after Lee Seon Shim becomes CEO, and he winds up becoming her brutally honest—but helpful—mentor.",9,704,11639500,0,1,0,0,1,6.0,1.0,8022,2,2,0,0,1,19.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
430,Pegasus Market,쌉니다 천리마마트,"['Business', 'Comedy', 'Drama']",tvN,['Baek Seung Ryong'],['Kim Sol Ji'],"['Kim Byung Chul', 'Lee Dong Hwi']",2019,Friday,12,375,2019-09-20,2019-12-06,"""Cheap Cheonlima Mart"" tells the story of employees at a falling-behind store where the staff is king, rather than the customer. While the manager tries to revive the mart, they’re up against the “human bulldozer” boss that aims to ruin the store. Moon Seok Gu is a foolish shopkeeper who wants to make Cheonlima Mart the no. 1 retailer store. Although he seems a bit dim-witted, he dreams of becoming an employee at the headquarters of Daemae Group by reviving the mart. Jung Bok Dong is a genius boss who tries to take revenge on Daema Group by destroying Cheonlima Mart. He was originally a board director at Daema Group and trusted by the CEO for his clear insight and fastidious personality, but he was suddenly demoted to being the boss of Cheonlima Mart. He tries to drive Cheonlima Mart to the ground by hiring people who have failed at life and are unlikely to be hired by anyone else.",9,758,42639000,0,1,0,0,1,2.0,3.0,29285,2,0,0,0,1,14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
431,Vagabond,배가본드,"['Action', 'Thriller', 'Mystery', 'Crime']",Netflix,['Yoo In Shik'],"['Jang Young Chul', 'Jung Kyung Soon']","['Lee Seung Gi', 'Bae Suzy', 'Shin Sung Rok']",2019,"Friday, Saturday",16,262,2019-09-20,2019-11-23,"Cha Dal Gun becomes an awakened tiger in the face of his nephew’s death in a mysterious plane crash. As an orphan himself, he had raised his nephew singlehandedly in place of his brother who had passed on. Triggered by the large-scale cover-up of the incident, he sets off on a journey to discover the truth. Go Hae Ri is the eldest daughter of a marine who had died during an operation. She has always wanted to be a normal civil servant to support her family, but life had other plans and she ends up as a National Intelligence Service (NIS) agent. Their lives intertwine as they discover a tangled web of corruption behind the plane crash. (Source: The Swoon)",9,648,21950300,1,0,1,0,2,7.0,3.0,15076,2,1,1,0,2,25.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
432,The Running Mates: Human Rights,달리는 조사관,"['Mystery', 'Law', 'Drama']",OCN,['Kim Yong Soo'],"['Lee Hye In', 'Baek Jung Chul']","['Lee Yo Won', 'Jang Hyun Sung', 'Choi Gwi Hwa']",2019,"Wednesday, Thursday",14,257,2019-09-18,2019-10-31,"""The Defender: Human Rights"" follows investigators for the Human Rights Promotion Commission. They fight for those whose human rights are violated.Han Yoon Seo works as an investigator for the Human Rights Promotion Commission. She investigates cases based only on the only facts while trying to stay impartial throughout the investigation. Because of this, she is often mistakenly thought to lack empathy. Han Yoon Seo also carries a secret and an emotional scar from her past that she cannot tell anyone.Bae Hong Tae is a former prosecutor. He was dispatched to the Human Rights Promotion Commission and began to work as an investigator for that organization. He is righteous and tends to act before thinking things through.Han Yoon Seo and Bae Hong Tae have conflicts on everything, but they work together for the people who need their help.(Source: AsianWiki)",9,706,7378200,0,1,0,0,1,3.0,1.0,5060,2,1,0,0,0,30.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
433,Secret Boutique,시크릿 부티크,"['Romance', 'Drama', 'Melodrama', 'Political']",SBS,['Park Hyung Ki'],['Heo Seon Hee'],"['Kim Sun Ah', 'Kim Jae Young', 'Kim Tae Hoon', 'Go Min Si', 'Jang Mi Hee', 'Park Hee Bon']",2019,"Wednesday, Thursday",32,56,2019-09-18,2019-11-28,"Do Young lived and worked in a public bathhouse after leaving the orphanage. Yeo Ok, the head of Deo Group, finds favor in her eyes of Do Young, and with Yeo Ok's support, Do Young changes her name to Jenny Jang and gets to run a high-end fashion boutique. Also, she becomes a central and powerful figure in the political and business circles as she secretly solves problems for the upper classes. Jenny's ultimate goal is to become the queen of the Deo family using the international city development project. On the other hand, Yeo Ok plans to take advantage of Jenny and abandon her as soon as she succeeds in making Deo Group one of the top 10 corporates in Korea through the international city development project. To do so, Yeo Ok shouldn't make Jenny notice her scheme.(Source: Viki)",9,748,4523700,1,0,0,0,1,1.0,1.0,3103,2,4,0,0,0,22.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
